"Sx_Code","Sx_Description","MR4","MR2","MR3","MR1","MR6","MR7","MR9","MR5","MR8"
"antisocial_cd","Behavioral problems",0.40981221767312,0.12589695279875,0.165333797896868,-0.116457273641361,0.00963976444384206,-0.155886345423612,-0.0791413402109872,0.119290350827851,0.134351009522818
"antisocial1","Irresponsibility (work)",0.305772399074614,-0.0909097547368892,-0.0198959976789054,-0.0288995918050661,0.00243836195323381,0.319008438694109,0.103969649574244,0.0403821942558276,0.0141389509741525
"antisocial2","Impulsivity (planning)",0.278353433665712,-0.0101260717101888,0.0122036639217023,0.0156864582889691,-0.110321712463534,-0.0360355772886606,0.0405056308389411,-0.0598580642932981,0.269355309654914
"antisocial3","Irresponsibility (financial)",0.373573470495279,-0.00228567883154366,-0.0657803474673282,0.0434805414224738,-0.106222919386086,0.189841070468627,0.00903083471613958,0.0516290522964663,0.189637661121066
"antisocial4","Aggressiveness",0.51459173467276,-0.0348698362500212,0.00759325509287187,0.0822944450420472,-0.0471349699772164,0.0424355174358027,0.0196207052248902,0.126400787400784,0.163931308817166
"antisocial5","Deceitfulness",0.34708831232987,-0.0397868088151778,0.275966961952704,-0.0610202087385185,0.176658241321665,0.0732677898919086,0.0136968112242322,0.0726791513444977,-0.00387294920037703
"antisocial6","Recklessness",0.594008201758583,0.0210951041919921,0.00614038928296519,0.00107267510773927,-0.00903606767348922,-0.0164787140429733,-0.00854873878409939,0.0787155522330111,-0.127938910425864
"antisocial7","Illegal behavior",0.750953736907466,-0.0360741748833637,0.0260213392056221,-0.00389076508724976,-0.041330189042102,0.0267168815466027,0.00289311250254688,-0.0321069730337457,-0.00420254255496338
"antisocial8","No remorse",0.563142842354817,-0.0496175084256785,0.201370993848693,-0.0273708057393025,-0.0367530664903979,-0.0757059590644005,0.0695049885439193,-0.182548679005891,0.136535606861706
"avoidant1","Avoid rejections",0.0727995303385897,0.389689575657925,-0.0620351482695084,-0.146155889712315,0.155450288024975,0.063632814483037,0.208974630196157,-0.0942060094962257,0.0472387309778095
"avoidant2","Inferiority feelings",-0.0762023641309583,0.661627343913763,0.0455050210382153,-0.00896457213660737,0.0351177051899332,0.0854428044391662,-0.00619879264814754,0.0809774158326861,0.00815565514376383
"avoidant3","Inadequacy feelings",0.00521081089577502,0.752548062836054,-0.0365885379660509,-0.00613233623849401,-0.102217454148249,0.0228396054409122,0.00800350511416122,-0.00444404453542242,-0.0563292431153436
"avoidant4","Relationship restraint",-0.0342297832392035,0.325580467833139,0.0328381443404515,0.0769978684963596,0.0518687012228685,-0.0297416103842618,0.180754315938639,0.0349548227664846,-0.118127051489599
"avoidant5","Avoid intimacy",0.0162480483672595,0.527905627227483,0.0708048107405082,-0.117534329488884,0.164863777147814,-0.0950775893370079,0.138779889262204,0.0491011315179617,0.101025350565233
"avoidant6","Fear of criticism and rejection",0.00976681566033876,0.603413173821954,0.0669899494077556,0.105003176843139,0.0826051177032381,-0.0566351387342976,-0.0374273345368117,-0.0215726103082603,0.0393687122760529
"avoidant7","Avoid interpersonal risk",-0.0549984498723083,0.498005398038226,-0.0687171646837245,0.165126414277644,0.0605822473782822,0.0090695520264561,0.0807892002743467,0.0987542139087563,-0.0331098764436308
"borderline1","Identity disturbance (self-image)",-0.0351157735029842,0.116720609839283,0.0950701000181536,0.155247364703408,0.0394243550079999,0.508379248078548,-0.00493286540298809,-0.0699125979890031,0.105216032957065
"borderline10","Sexual impulsivity",0.308617327487159,5.05431460802192e-05,-0.00465677473530921,0.412874597045044,0.0459969025277659,0.0892909247621534,0.000423963304154583,-0.0341183102619107,0.0616570119931327
"borderline11","Identity disturbance (gender)",0.0330442031391258,-0.020207192888002,0.152705809199376,0.192753551723191,0.0909728620718188,0.0323659199477201,-0.0198467281273924,-0.0619994374579681,0.0449043258332118
"borderline12","Paranoia/dissociation",0.117103216950113,0.0741836604245766,0.128877221136869,0.280818468207916,0.0998104182029445,0.142306666809871,-0.0925625623706395,-0.0986767145199767,0.114823131036913
"borderline13","Impulsivity (self-damaging)",0.583818936829251,0.0174038224136462,-0.113236168457503,0.21375235951009,0.0982174369374545,0.0982053074852277,-0.0165416693524157,0.0803129541977877,-0.17242057533006
"borderline14","Self-injuring/suicide",0.237311587438505,0.113116824006083,-0.108219098670485,0.419898294288931,-0.089501411843957,0.10125828219729,-0.0569135439918363,-0.00862187831593899,0.0207133660070825
"borderline2","Identity disturbance (goals)",0.0506454311822756,-0.0437158874201356,-0.0282266125734449,-0.0159790837178239,0.0328707326148837,0.651217047287434,0.12493101240869,0.0771788921566958,-0.0252488537596272
"borderline3","Identity disturbance(values)",0.0943445290024447,-0.00837032278345333,0.117793988418375,-0.0261437264912136,0.269395433858595,0.420680312411678,0.142301271350966,-0.0559076116874705,-0.0351668520762916
"borderline4","Identity disturbance (friendship)",0.0156657084019832,0.0109270382081053,0.0823029530788363,0.225496743367355,0.137158662903393,0.237729829561341,-0.00388106663979837,-0.177045013992565,0.132014066280788
"borderline5","Unstable and intense relationships",0.106227571530956,0.0962967515772155,0.113290530377876,0.493758098104697,0.0227155179853016,0.174077034031057,-0.105529186742079,0.0515639658132247,0.159290072069115
"borderline6","Chronic emptiness",-0.0124992279804749,0.194673199382638,0.0534301063323946,0.179414018758737,0.0357576057998794,0.497013023245094,-0.133052514639942,0.0225843232838597,0.0436944925620127
"borderline7","Fear of abandonment",0.0652913548468689,0.0163501705437347,-0.0315403359924059,0.427894557354197,0.165927174266862,0.0398216549355474,-0.0551441946023483,-0.0277839691913018,0.217699226137127
"borderline8","Affective instability",0.0899422794971445,0.114256973080039,0.0291687249947077,0.542664030796502,-0.0328031192236828,0.173937197494269,-0.0381730645229835,0.0701410145741618,-0.0590896616648116
"borderline9","Intense anger",0.32968267755006,0.0615525931697886,0.00904545881734219,0.30383124665227,0.0205972859974762,0.0939707799481682,-0.095744001895868,0.137852793274949,0.0602147564640316
"dependent1","Inability to make decisions on own",-0.0536259254083907,-0.00340858262614912,-0.093155001732114,0.0760379070079536,0.50668856710408,-0.0160992131373266,-0.0173729363465886,0.0664649451554609,0.0227903233464038
"dependent2","Gives other responsibility",-0.0245413483214314,-0.0271424296604241,-0.0744584565921316,-0.0312911182355336,0.443775398383853,0.223420352016459,-0.0478398127028535,0.0232155245943398,0.142422648568655
"dependent3","Can't initiate tasks",-0.0374077463723508,0.100120299209351,0.0237274578255357,-0.0699262622527273,0.603715751746215,0.0712672757705365,-0.040854191168602,-0.116871732684313,0.000717830183421038
"dependent4","Replaces relationships quickly",0.174800241981098,0.153421958022058,0.087212460667855,0.122415534293624,0.316995260921548,-0.0844969789470607,0.0133719828645181,0.0351033704052018,0.143688855215746
"dependent5","Always agrees with others",0.0449187421816155,0.186393102822815,-0.0342279548853012,-0.122261598199774,0.266432465239263,0.119030645321048,-0.0545616209586308,-0.0014857809547729,-0.037317394328712
"dependent8","Fear of being left to care for self",-0.154264125905707,0.0235066781446062,-0.0359921509530623,0.107314821702577,0.37882941257422,0.0275029224962128,-0.08619856060958,-0.0121681462514296,-0.0337035047650509
"histrionic1","suggestible",0.106545525634802,-0.00905565770444634,-0.0405018438291852,0.126449572460596,0.320147858293722,0.115802119310468,0.00537077935586102,0.0615288303489082,-0.196844116610493
"histrionic2","Desire to be center of attention",-0.051291350448153,-0.0866367084681129,0.315475431624969,0.0764352800696472,0.34637576049638,0.0108759199623633,0.141502422905711,-0.0610442160135257,0.0270524847632542
"histrionic3","Uses appearance to attract attention",-0.00629801245432246,-0.141226590503163,0.239184098997029,0.420664462155679,0.0429751323846039,-0.0304775056116239,0.189471999680726,0.0700808934527388,-0.144031554545018
"histrionic4","Thinks other are closer than in reality",-0.012721179299828,-0.00828807770409996,0.0343236040034169,0.473185962168855,0.095788340851921,-0.112305293701959,0.147775682494853,0.136656337359144,-0.111510808218229
"histrionic5","self-dramatization",-0.156114744114429,-0.0274965185103837,0.252747672957737,0.400015649822316,-0.018919596958783,-0.0156723994080328,-0.00502956558728451,-0.0148013244504157,0.0816434661875826
"histrionic6","shallow or shifting emotions",-0.0145327806240932,-0.0297663492578747,-0.0238124579442453,0.448228846647603,0.0622670182451316,0.0544739767883619,0.135104726173275,0.0850828631840004,0.0828018794675353
"histrionic7","Provocative or sexualized behavior",0.212510944242011,-0.108563665732492,0.0803183528168626,0.287116144312738,0.0664094032730682,-0.0587090994165585,0.114656931284708,0.0454201433223158,0.0115521542979768
"narcissistic1","Requires excessive admiration",0.0417905679417282,-0.0351018547464422,0.561560629319291,-0.0519204770555931,0.114523810482003,-0.0660213967756772,0.0173665993323507,-0.0152755006226956,0.0158107548238867
"narcissistic2","Grandiosity",0.0811657669225821,-0.0702432929305912,0.494834611445844,0.0577927553435886,-0.075082953249392,0.118859762698708,-0.0700059355703961,0.0844608743017158,0.0338827048474409
"narcissistic3","Fantasies",-0.0720051145436426,0.166198674606301,0.549729320949134,0.107445346459051,-0.0226053315736591,-0.0253762446520765,0.0612911762424328,-0.00336797887465267,0.000626529061099459
"narcissistic4","Feelings of uniqueness",0.0565170372651112,0.00543199751275483,0.50458056174192,0.065516005073211,-0.0482803766211409,0.112220723733988,0.168263049865365,-0.013765350423943,-0.120575547149838
"narcissistic5","Lacks empathy ",0.104625611518929,-0.140248490113863,0.279061909630923,-0.0746298382851265,-0.0226594305022239,0.1974864674162,0.169968585332656,0.269603407291915,-0.206770293988557
"narcissistic6","sense of entitlement ",0.0367488712132881,-0.0128247159047102,0.515049031261724,-0.0368731317430188,-0.0596947957258805,-0.0195343395606748,-0.0385607712087921,0.139920780128575,0.130989618978754
"narcissistic7","Exploitative",0.151541299183511,-0.110100340442294,0.304945063488262,-0.0430390387888351,0.0957085138048138,0.105175173069891,0.14763238493388,0.147542905742479,-0.000858638649959139
"narcissistic8","Envious of others/perceives others as envious",-0.13586620748195,0.0879679229402506,0.455936084088948,0.0913985038045908,-0.0247450860977874,0.110818504969963,-0.141111382853251,0.0179522294888988,0.119928526064542
"narcissistic9","Arrogant, haughty",0.0950380143729825,0.00978688458797541,0.570672267935186,-0.0171204816117442,-0.0208788810150932,-0.029214156131924,-0.0831732310725671,-0.0280824289390379,-0.0137835429327345
"oc3","Preoccupied with details",0.0630090210944656,0.12569324595412,0.0524003522313349,-0.0667905107257294,0.149112098413409,-0.0696706527871152,-0.0122843790239351,0.336867672497028,-0.119387011127693
"oc4","Hoarding",0.0189435113911632,0.0349257484370653,-0.0596088417540096,0.0611768569872157,0.390105151959182,-0.127488861388851,0.080339207171625,0.278096854064147,0.0544677635517986
"oc7","Can't delegate tasks",-0.0206937194198727,-0.0189811759197198,0.0155128149150831,0.0695421778562501,0.039641916916432,-0.044674932447597,-0.0361974498584635,0.614136663379413,-0.0308036657103799
"oc8","Rigid and stubborn",0.076643435440277,0.175313139964663,0.0209565482301261,-0.00208398975732423,-0.101849160107581,0.023598077802728,-5.26324506023024e-05,0.559061680041702,-0.00538678069396129
"paranoid1","Reluctant to confide due to fear of maliciousness",-0.130364996531448,0.00589180112951714,-0.0490217422624789,-0.0455100794071421,-0.0571748631485501,0.237753199524797,0.298772749956642,0.32034629513295,0.191535846400757
"paranoid2","Unjustified doubt in loyalty and trust",0.0284952935876971,0.0368903585035385,-0.074460144711321,0.143483989204306,0.0668497463439393,-0.034941779619619,0.287017033319011,0.253509917442825,0.325410612300848
"paranoid3","Persistent grudges",0.00172946715147037,0.00857040070624997,0.118419835243466,0.0069396552514501,-0.0286283916583253,0.123569063010583,-0.0754331626360673,0.470875321969803,0.248856764832782
"paranoid4","Perceives attacks on character",-0.0176893715292317,-0.0116797977613844,0.0751764403879596,-0.0250031604595849,0.139523025169291,0.166835548251892,-0.0260901154425968,0.0368048220262273,0.438540789492066
"paranoid5","Perceives hidden threatening ",0.0519215300249988,-0.0215918554943293,0.113837973387951,0.0126013786363541,0.14224811469413,-0.0234875752015094,0.205934216196909,0.152588953969362,0.400982350859963
"paranoid6","suspects harm, exploitation, and deceit",-0.0289921551817844,-0.00213300476938434,0.0760477571087121,0.260666918573595,0.0334962254820131,0.0598478073389639,0.235218162953214,-0.00370406208165436,0.357935915080401
"paranoid7","suspects infidelity",0.143073027116279,0.0168005571172372,0.0350952603350367,0.0715229426724256,0.0925430303574929,-0.0674900266998994,0.0958549070201207,0.148128573812557,0.140595175765519
"schizoid1","No close friends",0.0423351951678716,0.0691862883230772,-0.0500518725536411,-0.0348311948633553,-0.116719462143101,0.110357655348662,0.488696727118417,0.0102396447369138,0.0480583517650807
"schizoid2","No desire for relationships",-0.0553859905389626,0.00884368201721729,0.076985309838692,0.0624824555014112,0.0369750202486197,0.054696912999347,0.583218664223509,0.0345015742629427,-0.030237409370663
"schizoid3","Almost always solitary",0.12760987114935,0.303252730105431,-0.0225409165873164,-0.193781797606366,0.0105069893831387,0.11762803119187,0.32801590722829,-0.0459785267958652,-0.0498006832942148
"schizoid6","No interest in sexual activity",-0.0504472635624458,0.252893207406717,-0.0319779570039131,-0.0588507293907305,0.0260438787982487,0.185548557097881,0.0671116816445223,-0.0449668535806535,0.0121011410769997
"schizotypal1","Social anxiety",0.0347913740126632,0.205599092256606,-0.0408258612403615,0.00973200807112147,-0.0222844946734774,-0.00636875468549171,0.537392248138028,-0.108991016820648,0.0871250387919417
"schizotypal2","Ideas of reference",0.0689087490904258,0.212406544284277,-0.0848648369808119,0.202845031720708,0.157092426565541,-0.0978496649255164,0.191336403409022,-0.0123536485390614,0.0772859430196527
